,PrimaryPropertyType,Latitude,Longitude,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,ElectricityUse(Percentage),SteamUse(Percentage),NaturalGasUse(Percentage),LargestUseTypeGFA(Percentage),SecondLargestUseTypeGFA(Percentage),ThirdLargestUseTypeGFA(Percentage),ParkingGFA(Percentage),NumberOfYearsENERGYSTARCertified,BuildingAge,NumberOfPropertyUses
1586,ServiceFacility,47.65801,-122.3839,0.3010299956639812,4.4796184927627545,ServiceFacility,None,None,82.0,5.956197674708189,0.8633228601204559,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,22,1
1590,ServiceFacility,47.66353,-122.38064,0.3010299956639812,4.628399148623785,ServiceFacility,Store,None,100.0,5.382880436642397,0.4281347940287888,100.0,0.0,0.0,100.0,11.98,0.0,0.0,0.0,89,2
1591,ServiceFacility,47.66691,-122.38416,0.3010299956639812,4.362350507594848,ServiceFacility,Leisure,Store,,6.04981428337636,0.9454685851318197,100.0,0.0,0.0,62.73,23.01,6.34,0.0,0.0,115,3
1593,ServiceFacility,47.66646,-122.38263,0.3010299956639812,4.660400591074283,ServiceFacility,ServiceFacility,None,,6.859755061875929,2.4840292109404567,24.16,0.0,75.84,93.66,6.34,0.0,10.74,0.0,116,2
1595,ServiceFacility,47.66497,-122.38047,0.3010299956639812,4.371086342494794,ServiceFacility,None,None,26.0,6.226962138695081,1.5504729571065634,70.74,0.0,29.26,100.0,0.0,0.0,0.0,0.0,48,1
1596,ServiceFacility,47.66431,-122.37988,0.3010299956639812,4.347973660278038,ServiceFacility,None,None,93.0,5.7633451046698445,1.247236549506764,52.82,0.0,47.18,100.0,0.0,0.0,0.0,0.0,50,1
1597,ServiceFacility,47.66351,-122.37961,0.3010299956639812,4.380229336938037,ServiceFacility,None,None,,5.701481365752032,1.2645817292380774,40.17,0.0,59.83,100.0,0.0,0.0,0.0,0.0,114,1
1599,ServiceFacility,47.66852,-122.38175,0.3010299956639812,4.43274487412905,Store,ServiceFacility,Leisure,,6.299971797603928,1.7900739484263049,49.2,0.0,50.8,35.07,30.26,24.74,0.0,0.0,107,4
1606,ServiceFacility,47.70544,-122.2918,0.3010299956639812,4.466259478935451,Leisure,ServiceFacility,Leisure,,6.907784462595412,2.4915577825513346,32.26,0.0,67.74,109.34,9.05,0.0,0.0,0.0,20,3
1607,ServiceFacility,47.719,-122.29966,0.3010299956639812,4.57404284875949,ServiceFacility,None,None,58.0,6.349426444537832,1.6557145496187098,72.2,0.0,27.8,100.0,0.0,0.0,0.0,0.0,85,1
1609,School,47.73143,-122.32784,0.3010299956639812,4.3799216155042044,School,None,None,61.0,6.066089422114787,1.5350408132511606,53.16,0.0,46.84,100.0,0.0,0.0,0.0,0.0,86,1
1610,ServiceFacility,47.55832,-122.35239,0.3010299956639812,4.382035062718931,ServiceFacility,ServiceFacility,None,22.0,5.908416283657028,1.498172660636544,33.52,0.0,66.48,83.4,14.52,0.0,0.0,0.0,36,2
1613,School,47.66665,-122.31818,0.6020599913279624,4.4961544186506615,School,None,None,5.0,6.5850659908131,2.1128060172668848,42.61,0.0,57.39,164.36,0.0,0.0,0.0,0.0,12,1
1619,ServiceFacility,47.68582,-122.33709,0.3010299956639812,4.747512794860929,ServiceFacility,ServiceFacility,Store,,6.389244737721944,1.2571984261393445,100.0,0.0,0.0,43.02,42.03,17.1,40.87,0.0,20,3
1620,ServiceFacility,47.65843,-122.38435,0.3010299956639812,4.307389055653304,ServiceFacility,ServiceFacility,None,,6.239548907788406,1.8353734524700087,30.9,0.0,69.1,88.7,11.3,0.0,0.0,0.0,59,2
1621,ServiceFacility,47.65708,-122.38383,0.3010299956639812,4.608226416813394,ServiceFacility,None,None,64.0,6.109517253740757,0.9986951583116558,100.0,0.0,0.0,59.18,0.0,0.0,26.74,0.0,33,1
1622,ServiceFacility,47.65649,-122.38383,0.3010299956639812,4.6202193648688725,ServiceFacility,ServiceFacility,None,78.0,6.244472447522082,1.1218879851036812,100.0,0.0,0.0,100.0,28.77,0.0,37.55,0.0,33,2
1623,ServiceFacility,47.65118,-122.37875,0.3010299956639812,4.76076164352003,ServiceFacility,ServiceFacility,ServiceFacility,,6.340391758376915,1.6421676344049452,72.68,0.0,27.32,35.0,33.72,26.87,0.0,0.0,56,3
1624,ServiceFacility,47.64913,-122.37929,0.3010299956639812,4.596575105475722,ServiceFacility,ServiceFacility,None,9.0,6.2304638340283445,1.4665710723863543,79.06,0.0,20.94,64.68,35.32,0.0,0.0,0.0,61,2
1634,ServiceFacility,47.6303,-122.3142,0.3010299956639812,4.51967051707783,Leisure,None,None,,6.550088775295612,2.0895518828864543,40.66,0.0,59.34,162.53,0.0,0.0,0.0,0.0,84,1
1637,ServiceFacility,47.70793,-122.33316,0.3010299956639812,4.4405155211122285,ServiceFacility,None,None,73.0,6.083269733274658,0.9749719942980689,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,34,1
1643,Leisure,47.71069,-122.32674,0.3010299956639812,4.640103625305096,Leisure,ServiceFacility,None,4.0,6.59510170550402,1.9220504021671738,69.65,0.0,30.35,100.0,0.0,0.0,0.0,0.0,18,2
1648,ServiceFacility,47.70842,-122.3332,0.3010299956639812,4.881418896772843,ServiceFacility,None,None,91.0,6.393110171554343,1.2610248339923973,100.0,0.0,0.0,100.0,0.0,0.0,35.88,0.0,29,1
1653,ServiceFacility,47.70983,-122.31865,0.3010299956639812,4.505285674144132,ServiceFacility,Store,ServiceFacility,,6.300753316251364,1.655906418180215,67.09,0.0,32.91,54.67,49.27,12.5,0.0,0.0,64,3
1657,MedicalFacility,47.70676,-122.32264,0.3010299956639812,4.46002537251229,MedicalFacility,None,None,55.0,6.164115044203076,1.5368108659915414,65.47,0.0,34.53,100.0,0.0,0.0,0.0,0.0,28,1
1658,ServiceFacility,47.70782,-122.31873,0.47712125471966244,4.5230307217546715,ServiceFacility,ServiceFacility,ServiceFacility,,5.092609085783444,0.2695129442179163,100.0,0.0,0.0,94.05,2.95,0.0,0.0,0.0,39,3
1659,ServiceFacility,47.70541,-122.32232,0.47712125471966244,4.48428559995001,Leisure,None,None,,6.3866886938466045,1.9095025414054154,43.77,0.0,56.23,100.0,0.0,0.0,0.0,0.0,11,1
1664,School,47.51698,-122.35946,0.3010299956639812,4.633225990988621,School,None,None,92.0,5.981978437977446,1.643057683751453,18.05,0.0,81.95,49.81,0.0,0.0,0.0,0.0,92,1
1666,ServiceFacility,47.53366,-122.33733,0.3010299956639812,4.366628381292968,ServiceFacility,ServiceFacility,None,,6.207393796402665,1.7276225779691372,44.65,0.0,55.35,56.21,43.79,0.0,0.0,0.0,53,2
1668,ServiceFacility,47.53309,-122.33977,0.3010299956639812,4.486572150518357,ServiceFacility,ServiceFacility,ServiceFacility,88.0,6.418150339468378,1.7547304690237535,68.89,0.0,31.11,88.92,28.22,0.93,0.0,0.0,28,3
1669,ServiceFacility,47.63132,-122.34136,0.3010299956639812,4.433689845991698,ServiceFacility,None,None,,6.005191375308855,1.52608069180203,45.33,0.0,54.67,100.0,0.0,0.0,0.0,0.0,96,1
1670,ServiceFacility,47.70969,-122.34557,0.7781512503836436,4.3648697986669625,ServiceFacility,None,None,,6.541055434859543,2.268577971882843,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,46,1
1671,MedicalFacility,47.70558,-122.33486,0.3010299956639812,4.541079767776629,MedicalFacility,ServiceFacility,None,81.0,6.213014474124842,1.0930713063760635,100.0,0.0,0.0,128.5,0.0,0.0,0.0,0.0,37,2
1672,MedicalFacility,47.71425,-122.33689,0.9542425094393249,5.6187100219191635,MedicalFacility,ServiceFacility,None,85.0,7.995463096539089,3.51575598562079,43.31,0.0,56.69,116.33,64.2,0.0,0.0,0.0,50,2
1675,ServiceFacility,47.71745,-122.33221,0.3010299956639812,4.650501794878367,ServiceFacility,MedicalFacility,ServiceFacility,,6.207910862743381,1.7340794072805943,43.66,0.0,56.34,102.66,2.29,2.17,0.0,0.0,51,3
1678,Store,47.57894,-122.31287,0.3010299956639812,4.334534168609156,Store,None,None,16.0,6.765951610580037,2.1169064677064826,66.85,0.0,33.15,100.0,0.0,0.0,0.0,0.0,51,1
1690,MedicalFacility,47.62014,-122.31228,0.3010299956639812,5.772308501622378,MedicalFacility,ServiceFacility,MedicalFacility,60.0,8.011459200064277,3.510443126711708,46.75,0.0,53.25,87.87,47.7,9.15,0.0,0.0,52,4
1691,ServiceFacility,47.53158,-122.33568,0.3010299956639812,4.632467415481234,ServiceFacility,None,None,53.0,5.639738924264289,0.6063813651106049,100.0,0.0,0.0,100.35,0.0,0.0,0.0,0.0,37,1
1692,ServiceFacility,47.51885,-122.33421,0.7781512503836436,4.7630759226071655,School,None,None,,6.490153587012156,1.9874428049358013,47.7,0.0,52.3,100.0,0.0,0.0,0.0,0.0,11,1
1693,ServiceFacility,47.52956,-122.33592,0.3010299956639812,4.418847959250061,ServiceFacility,ServiceFacility,None,,6.4905330825426235,2.0924048068990078,29.15,0.0,70.85,69.62,30.38,0.0,0.0,0.0,45,2
1698,ServiceFacility,47.59783,-122.31554,0.3010299956639812,4.412309316059834,ServiceFacility,None,None,92.0,5.496277847209915,0.5037906830571811,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,60,1
1699,ServiceFacility,47.59721,-122.31838,0.3010299956639812,4.654619277243466,ServiceFacility,None,None,,6.103276776600574,1.6496268868405295,40.56,0.0,59.44,97.05,0.0,0.0,0.0,0.0,28,1
1701,ServiceFacility,47.59728,-122.31587,0.3010299956639812,4.847159142305466,ServiceFacility,ServiceFacility,None,89.0,6.29690996026961,1.3036279763838898,94.19,0.0,5.81,63.15,36.85,0.0,31.42,0.0,15,2
1726,Store,47.6899,-122.37619,0.3010299956639812,4.6582308746636905,Store,ServiceFacility,None,22.0,7.088151084895993,2.5155294493748626,57.3,0.0,42.7,100.0,0.0,0.0,0.0,0.0,22,2
1727,Store,47.72286,-122.34612,0.3010299956639812,4.3029583187646265,Store,ServiceFacility,ServiceFacility,,5.514255053120991,0.5158738437116791,100.0,0.0,0.0,80.05,17.42,2.53,0.0,0.0,37,3
1732,ServiceFacility,47.57049,-122.34857,0.7781512503836436,5.142727258378405,ServiceFacility,None,None,,6.8941882760008,2.2565974927628454,65.46,0.0,34.54,100.47,0.0,0.0,0.0,0.0,27,1
1733,ServiceFacility,47.56999,-122.34703,0.3010299956639812,4.609146011529596,ServiceFacility,ServiceFacility,None,57.0,6.451299538025228,1.390935107103379,97.01,0.0,2.99,100.0,0.0,0.0,0.0,0.0,19,2
1734,ServiceFacility,47.57279,-122.35066,0.3010299956639812,4.305372868641297,ServiceFacility,ServiceFacility,None,,5.429780835136672,0.5118833609788743,96.95,0.0,3.05,92.57,7.43,0.0,0.0,0.0,116,2
1745,Leisure,47.6073,-122.32585,0.3010299956639812,4.644310547277819,Leisure,None,None,29.0,6.562615163867689,2.2671717284030137,33.37,52.58,14.05,100.01,0.0,0.0,0.0,0.0,112,1
1746,ServiceFacility,47.60663,-122.32526,0.3010299956639812,4.735383295619002,ServiceFacility,ServiceFacility,None,94.0,6.147311734810704,1.0330214446829107,100.0,0.0,0.0,100.0,27.59,0.0,38.3,0.0,46,2
1753,ServiceFacility,47.60709,-122.32416,0.3010299956639812,4.678518379040114,Leisure,ServiceFacility,None,,7.162097812102969,2.853327017288209,39.81,59.42,0.77,98.53,0.0,0.0,0.0,0.0,65,2
1754,MedicalFacility,47.60862,-122.32372,0.3010299956639812,5.438651501986925,MedicalFacility,ServiceFacility,None,52.0,7.403318346172462,3.0457414213675627,47.47,52.53,0.0,83.09,49.52,0.0,0.0,0.0,71,2
1755,ServiceFacility,47.60819,-122.32282,0.3010299956639812,4.328032845033525,ServiceFacility,None,None,69.0,6.095491813072229,1.8009231818132183,38.8,61.2,0.0,92.37,0.0,0.0,0.0,0.0,60,1
1757,ServiceFacility,47.54563,-122.27616,0.3010299956639812,4.613027417022225,ServiceFacility,None,None,,6.578369754955732,1.4379090355394983,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,95,1
1760,ServiceFacility,47.57058,-122.35626,0.3010299956639812,4.448860845607441,ServiceFacility,None,None,,6.557811191854731,1.5953859808091417,92.08,0.0,7.92,100.0,0.0,0.0,0.0,0.0,50,1
1762,ServiceFacility,47.72986,-122.29278,0.3010299956639812,4.526093624738762,ServiceFacility,ServiceFacility,None,100.0,5.6123381121398594,0.5865873046717549,100.0,0.0,0.0,61.32,38.68,0.0,38.68,0.0,31,2
1766,ServiceFacility,47.72051,-122.30103,0.3010299956639812,4.341177235247365,ServiceFacility,None,None,100.0,5.053581626005884,0.5670263661590603,63.49,0.0,36.51,100.0,0.0,0.0,0.0,0.0,39,1
1767,ServiceFacility,47.72083,-122.29979,0.3010299956639812,4.4794457366434335,ServiceFacility,None,None,,6.019465040542094,1.6557145496187098,23.39,0.0,76.61,99.93,0.0,0.0,0.0,0.0,47,1
1773,ServiceFacility,47.61056,-122.33661,0.3010299956639812,5.045862577110336,ServiceFacility,Leisure,ServiceFacility,,6.979828982120857,2.4707778833351246,48.21,0.0,51.79,38.64,36.78,9.8,0.0,0.0,107,5
1777,ServiceFacility,47.56319,-122.35067,0.3010299956639812,4.604118006192035,ServiceFacility,ServiceFacility,ServiceFacility,,6.178773557821318,1.5871494982543437,61.04,0.0,38.96,70.53,22.68,0.0,0.0,0.0,19,3
1778,ServiceFacility,47.56877,-122.36369,0.3010299956639812,4.82272367309186,ServiceFacility,ServiceFacility,Store,69.0,6.483807454844933,1.3471347829100198,100.0,0.0,0.0,74.2,27.07,13.54,0.0,0.0,28,3
1779,ServiceFacility,47.60789,-122.32249,0.3010299956639812,4.400572524359314,ServiceFacility,None,None,85.0,6.132540080850653,1.7996850909091004,44.8,55.2,0.0,96.04,0.0,0.0,0.0,0.0,57,1
1780,Leisure,47.60958,-122.32646,0.3010299956639812,4.553531081284317,Leisure,None,None,56.0,6.421765317886045,2.0543832083054774,22.91,0.0,77.09,100.0,0.0,0.0,0.0,0.0,88,1
1782,Leisure,47.60981,-122.32687,0.3010299956639812,4.681304567369832,Leisure,None,None,85.0,6.510512168795751,2.0099180846659013,47.33,0.0,52.67,100.0,0.0,0.0,0.0,0.0,88,1
1783,ServiceFacility,47.59949,-122.31851,0.3010299956639812,4.47176096500184,Store,ServiceFacility,Leisure,,6.711334138612094,2.1700562572508,53.21,0.0,46.79,54.0,43.87,16.87,0.0,0.0,56,3
1784,ServiceFacility,47.59727,-122.32196,0.3010299956639812,4.3705685987670515,ServiceFacility,ServiceFacility,Store,,6.210936107234821,1.6762362167633116,53.17,0.0,46.83,88.17,4.54,4.03,0.0,0.0,27,3
1785,ServiceFacility,47.5956,-122.32292,0.3010299956639812,4.328705711568874,ServiceFacility,None,None,34.0,6.446603331364293,2.0478976235144106,29.34,0.0,70.66,95.82,0.0,0.0,0.0,0.0,43,1
1806,ServiceFacility,47.62481,-122.35762,0.3010299956639812,4.75671976462423,ServiceFacility,ServiceFacility,None,69.0,6.340535525199392,1.4032921451582543,91.05,0.0,8.95,64.55,49.71,0.0,27.69,0.0,32,2
1811,ServiceFacility,47.61833,-122.35871,0.3010299956639812,4.5318747110147335,ServiceFacility,None,None,50.0,6.242698142314841,1.3666097103924297,87.52,0.0,12.48,100.0,0.0,0.0,0.0,0.0,37,1
1817,Leisure,47.58654,-122.37644,0.3010299956639812,4.309608877958903,Leisure,ServiceFacility,None,,6.969113571730158,2.525239223729745,37.35,0.0,62.65,94.28,5.72,0.0,0.0,0.0,114,2
1818,ServiceFacility,47.5746,-122.32637,0.3010299956639812,4.616044681789984,ServiceFacility,None,None,7.0,6.215498106878251,1.5973660502660276,64.22,0.0,35.78,100.0,0.0,0.0,0.0,0.0,64,1
1839,ServiceFacility,47.60195,-122.33516,0.3010299956639812,4.642256721468065,Leisure,ServiceFacility,Store,,5.886362286149691,0.8041394323353505,100.0,0.0,0.0,27.35,18.83,14.39,0.0,0.0,103,4
1840,ServiceFacility,47.62591,-122.35843,0.3010299956639812,4.543782557020339,ServiceFacility,None,None,,5.941368362705071,1.2227164711475833,76.17,0.0,23.83,100.0,0.0,0.0,0.0,0.0,104,1
1861,ServiceFacility,47.65674,-122.37223,0.3010299956639812,4.5826995587717,ServiceFacility,None,None,12.0,5.993613797487791,1.541579243946581,40.78,0.0,59.22,100.0,0.0,0.0,0.0,0.0,59,1
1862,ServiceFacility,47.65561,-122.38063,1.380211241711606,5.415377387906852,ServiceFacility,None,None,,7.531644696475979,2.753238243883206,79.07,0.0,20.93,100.0,0.0,0.0,0.0,0.0,61,1
1870,ServiceFacility,47.65103,-122.35541,0.3010299956639812,4.689530834330038,ServiceFacility,ServiceFacility,None,71.0,6.358420727773459,1.779884963192644,58.85,0.0,41.15,64.03,26.86,0.0,0.0,0.0,27,2
1875,ServiceFacility,47.64168,-122.32562,0.3010299956639812,4.7018614447802065,ServiceFacility,None,None,88.0,6.204685655882698,1.085290578230065,100.0,0.0,0.0,100.0,0.0,0.0,35.83,0.0,57,1
1876,ServiceFacility,47.6404,-122.32553,0.3010299956639812,4.759161502149479,ServiceFacility,ServiceFacility,None,,6.401483987963632,1.2688119037397805,100.0,0.0,0.0,59.48,34.21,0.0,38.14,0.0,30,2
1877,ServiceFacility,47.63995,-122.32557,0.3010299956639812,4.4135176950400155,ServiceFacility,ServiceFacility,None,,5.823957365632418,0.7520484478194386,100.0,0.0,0.0,66.89,35.36,0.0,30.7,0.0,47,2
1878,ServiceFacility,47.64113,-122.32625,0.3010299956639812,4.756887029053346,ServiceFacility,ServiceFacility,None,73.0,6.29993609711106,1.1734776434529945,100.0,0.0,0.0,58.99,38.35,0.0,38.35,0.0,16,2
1884,ServiceFacility,47.52172,-122.35487,0.3010299956639812,4.384263785722803,ServiceFacility,ServiceFacility,None,52.0,5.985887610924818,1.4429498695778618,55.26,0.0,44.74,100.0,0.0,0.0,0.0,0.0,59,2
1885,ServiceFacility,47.51989,-122.35489,0.3010299956639812,4.374876599702403,ServiceFacility,None,None,78.0,5.602897270327969,1.1498346967157849,44.13,0.0,55.87,100.0,0.0,0.0,0.0,0.0,53,1
1887,ServiceFacility,47.5465,-122.31704,0.3010299956639812,4.503804297090878,ServiceFacility,ServiceFacility,None,,6.293292321515403,1.167317334748176,100.0,0.0,0.0,87.77,12.54,0.0,0.0,0.0,53,2
1889,ServiceFacility,47.5219,-122.38787,0.3010299956639812,4.690789505641917,Leisure,None,None,,6.583788356406656,2.254934589077441,14.03,0.0,85.97,99.87,0.0,0.0,0.0,0.0,99,1
1890,ServiceFacility,47.52097,-122.38688,0.3010299956639812,4.487717990926187,ServiceFacility,Leisure,None,,6.226925375210295,1.7944880466591695,36.32,0.0,63.68,92.04,37.83,0.0,0.0,0.0,64,2
1893,Store,47.52262,-122.26922,0.3010299956639812,4.828988392721971,Store,None,None,97.0,6.453749438543563,1.7548068553544234,72.52,0.0,27.48,63.4,0.0,0.0,0.0,0.0,57,1
1897,ServiceFacility,47.65649,-122.37507,0.3010299956639812,4.671829806294785,ServiceFacility,None,None,,5.945910287078938,0.8549130223078556,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,68,1
1898,ServiceFacility,47.6331,-122.37582,0.3010299956639812,4.677196186010545,ServiceFacility,ServiceFacility,Store,,6.015173458459612,1.2314695904306814,81.55,0.0,18.45,38.13,18.25,5.02,0.0,0.0,85,5
1899,ServiceFacility,47.63063,-122.37428,0.3010299956639812,4.63364011946669,ServiceFacility,None,None,100.0,6.091349120620165,1.7893691535914817,8.74,0.0,91.26,100.0,0.0,0.0,12.55,0.0,37,1
1900,ServiceFacility,47.63034,-122.37412,0.3010299956639812,4.383761524484166,ServiceFacility,ServiceFacility,ServiceFacility,,6.0232664556284545,1.3671694885346808,69.31,0.0,30.69,36.0,28.07,21.93,0.0,0.0,85,4
1901,ServiceFacility,47.63128,-122.37387,0.3010299956639812,4.3153824963149905,ServiceFacility,None,None,98.0,5.80516642802107,1.4109458586877746,31.06,0.0,68.94,100.0,0.0,0.0,0.0,0.0,76,1
1903,ServiceFacility,47.58065,-122.33356,0.3010299956639812,4.334473856911537,ServiceFacility,None,None,57.0,5.698821966163279,1.1863912156954932,52.85,0.0,47.15,100.0,0.0,0.0,0.0,0.0,89,1
1907,ServiceFacility,47.50959,-122.37417,0.3010299956639812,4.5544285847220545,ServiceFacility,None,None,14.0,5.937581765218049,0.8475726591421122,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,39,1
1908,ServiceFacility,47.66116,-122.34172,0.3010299956639812,4.502085559226046,ServiceFacility,Store,ServiceFacility,85.0,6.214615319904872,1.298197867109815,90.16,0.0,9.84,62.62,43.88,0.0,0.0,0.6020599913279624,100,3
1922,ServiceFacility,47.56121,-122.33872,0.3010299956639812,4.416557301191479,ServiceFacility,None,None,19.0,5.851253340540803,0.7745169657285496,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,63,1
1923,ServiceFacility,47.56121,-122.33872,0.3010299956639812,4.374528394381243,ServiceFacility,None,None,68.0,6.03525148076027,0.9324737646771531,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33,1
1924,ServiceFacility,47.56121,-122.33872,0.3010299956639812,4.384209999793958,ServiceFacility,None,None,20.0,6.157022483254309,1.0417873189717517,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33,1
1925,ServiceFacility,47.60546,-122.34091,0.3010299956639812,4.8568496787251725,ServiceFacility,Store,ServiceFacility,37.0,6.730871547103484,1.585573518622731,100.0,0.0,0.0,48.04,32.1,15.94,19.58,0.0,116,3
1926,ServiceFacility,47.60546,-122.34091,0.3010299956639812,4.505529819835132,ServiceFacility,Store,None,54.0,6.602006379793948,2.111967837206073,45.52,0.0,54.48,54.72,45.28,0.0,0.0,0.0,116,2
1927,ServiceFacility,47.6032,-122.33663,0.3010299956639812,4.507329544048116,ServiceFacility,Store,None,,6.448060890048873,1.3130231103232382,100.0,0.0,0.0,110.99,44.21,0.0,0.0,0.0,110,2
1928,ServiceFacility,47.59549,-122.32538,0.3010299956639812,4.679763935940666,Leisure,ServiceFacility,None,,6.549031079291331,2.0437158580612063,48.02,0.0,51.98,90.59,9.41,0.0,15.83,0.0,24,2
1929,ServiceFacility,47.58802,-122.32111,0.3010299956639812,4.536886564416955,ServiceFacility,ServiceFacility,None,84.0,6.30500438652816,1.70816585785554,61.34,0.0,38.66,100.0,45.13,0.0,0.0,0.0,102,2
1934,MedicalFacility,47.57296,-122.38643,0.3010299956639812,4.60535892548885,MedicalFacility,ServiceFacility,None,5.0,6.292606578354565,1.1664301138432827,100.0,0.0,0.0,49.89,40.72,0.0,29.77,0.0,32,2
1939,ServiceFacility,47.52878,-122.32771,0.3010299956639812,4.47158505418519,ServiceFacility,ServiceFacility,None,50.0,6.107299788065665,1.6379897807846853,43.25,0.0,56.75,50.64,49.36,0.0,0.0,0.0,26,2
1941,School,47.59692,-122.30601,0.3010299956639812,4.334312984758231,School,None,None,47.0,6.1558778082484915,1.7422536699065936,33.01,0.0,66.99,95.87,0.0,0.0,0.0,0.0,94,1
1943,School,47.69061,-122.31992,0.3010299956639812,4.378833793740069,School,None,None,69.0,5.906143446585648,1.3119656603683663,62.62,0.0,37.38,100.0,0.0,0.0,0.0,0.0,85,1
1944,ServiceFacility,47.59976,-122.31441,0.3010299956639812,4.401417774347623,ServiceFacility,Store,None,47.0,6.242652037563101,1.5806969397124366,69.14,0.0,30.86,63.49,31.75,0.0,0.0,0.0,109,2
1946,ServiceFacility,47.59693,-122.31124,0.3010299956639812,4.451740394799625,ServiceFacility,None,None,80.0,6.123349217873412,1.0111473607757975,100.0,0.0,0.0,95.06,0.0,0.0,0.0,0.0,53,1
1949,ServiceFacility,47.61744,-122.30514,0.3010299956639812,4.496348355776995,ServiceFacility,MedicalFacility,ServiceFacility,55.0,6.293379489655903,1.370698092575577,90.31,0.0,9.69,81.32,15.95,0.0,0.0,0.0,17,3
1950,ServiceFacility,47.55945,-122.33601,0.3010299956639812,5.204122696987954,ServiceFacility,None,None,94.0,6.0637001209451515,0.9576072870600952,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,48,1
1951,ServiceFacility,47.55601,-122.33627,0.3010299956639812,4.728767585166509,ServiceFacility,None,None,11.0,6.661836102745631,2.2445739728174354,32.66,0.0,67.34,100.0,0.0,0.0,0.0,0.0,56,1
1952,ServiceFacility,47.55716,-122.33744,0.3010299956639812,4.584478226263529,ServiceFacility,ServiceFacility,None,62.0,6.211798696796879,1.8328281295393534,25.87,0.0,74.13,83.31,20.83,0.0,0.0,0.0,92,2
1953,ServiceFacility,47.55662,-122.33728,0.3010299956639812,4.412997832870054,ServiceFacility,None,None,,5.736736931392716,0.6812412373755872,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,86,1
1960,ServiceFacility,47.55498,-122.32497,0.3010299956639812,4.385463272450526,ServiceFacility,None,None,98.0,5.816521925988207,1.314077991779213,50.27,0.0,49.73,98.9,0.0,0.0,0.0,0.0,63,1
1961,ServiceFacility,47.55458,-122.32639,0.3010299956639812,4.5628279662199915,ServiceFacility,None,None,5.0,6.10375199579676,0.9934362304976118,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50,1
1963,ServiceFacility,47.58387,-122.32092,0.3010299956639812,4.318000691817921,ServiceFacility,None,None,,6.121918530610757,1.7168377232995244,31.47,0.0,68.53,100.0,0.0,0.0,0.0,0.0,67,1
1964,ServiceFacility,47.5822,-122.321,0.3010299956639812,4.329397879361043,ServiceFacility,ServiceFacility,None,70.0,5.819387874052217,1.2562365332059229,59.12,0.0,40.88,60.89,39.11,0.0,0.0,0.0,69,2
1965,ServiceFacility,47.58082,-122.32031,0.3010299956639812,4.586935950414062,ServiceFacility,None,None,33.0,5.6200179293496175,0.5921767573958668,100.0,0.0,0.0,99.66,0.0,0.0,0.0,0.0,80,1
1966,ServiceFacility,47.58032,-122.32083,0.3010299956639812,4.316494539222311,ServiceFacility,ServiceFacility,None,,6.262933173723462,1.9258275746247424,16.57,0.0,83.43,92.76,7.24,0.0,0.0,0.0,66,2
1967,ServiceFacility,47.5793,-122.32226,0.3010299956639812,4.382197210377454,ServiceFacility,ServiceFacility,None,,6.676456237118337,1.5327543789924978,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,56,2
1968,ServiceFacility,47.58118,-122.32211,0.3010299956639812,4.4044231656375095,ServiceFacility,ServiceFacility,None,,6.609519975229956,1.4679039465228003,100.0,0.0,0.0,92.29,8.93,0.0,0.0,0.0,61,2
1969,ServiceFacility,47.5829,-122.32417,0.3010299956639812,4.358011032332095,ServiceFacility,ServiceFacility,None,78.0,5.883147641993285,1.3521825181113625,54.14,0.0,45.86,84.96,15.04,0.0,0.0,0.0,31,2
